,bedrooms,bathrooms,squarefeet,total_taxes_assessed,yearbuilt,taxamount,county
17251,4.0,2.5,1564.0,74591.0,1973.0,1218.26,Orange
17252,4.0,2.0,2102.0,141634.0,1979.0,1426.46,Orange
17253,4.0,2.0,1175.0,369281.0,1959.0,4695.23,Los_Angeles
17254,3.0,2.0,1820.0,136234.0,1958.0,2230.3,Los_Angeles
17255,4.0,3.0,1616.0,375499.0,1971.0,4594.88,Orange
17256,3.0,1.0,1145.0,192141.0,1947.0,2753.22,Los_Angeles
17257,3.0,2.0,2149.0,140346.0,1947.0,1845.92,Los_Angeles
17258,4.0,3.0,2455.0,542498.0,1933.0,5979.04,Los_Angeles
17259,3.0,2.5,1517.0,539751.0,1972.0,5482.14,Orange
17260,5.0,3.0,2717.0,124869.0,1971.0,1909.18,Orange
17261,4.0,3.0,2736.0,673883.0,1987.0,6837.94,Orange
17262,3.0,1.0,1008.0,352000.0,1926.0,4376.76,Los_Angeles
17263,3.0,1.0,1020.0,57087.0,1947.0,1177.08,Los_Angeles
17264,2.0,1.0,970.0,321415.0,1938.0,3994.83,Los_Angeles
17265,2.0,1.0,952.0,47586.0,1942.0,1114.05,Los_Angeles
17266,3.0,2.0,1213.0,518234.0,1959.0,6582.9,Orange
17267,4.0,2.0,1416.0,251584.0,1951.0,3220.86,Orange
17268,4.0,2.0,1836.0,297413.0,1967.0,4116.19,Los_Angeles
17269,3.0,2.0,1396.0,82392.0,1954.0,1254.82,Orange
17270,4.0,2.0,1570.0,373144.0,1958.0,4421.47,Los_Angeles
17271,3.0,2.5,2348.0,505033.0,1979.0,5379.4,Ventura
17272,3.0,3.0,2749.0,636000.0,2001.0,7776.34,Los_Angeles
17273,3.0,2.0,1373.0,39297.0,1947.0,1022.91,Los_Angeles
17274,5.0,4.5,3795.0,712467.0,1993.0,7878.46,Ventura
17275,4.0,2.0,1843.0,607025.0,1929.0,7384.31,Los_Angeles
17276,4.0,3.0,2020.0,567000.0,1961.0,6914.34,Los_Angeles
17277,2.0,2.0,1103.0,185219.0,1951.0,2373.93,Los_Angeles
17278,2.0,2.0,1359.0,362435.0,1948.0,4663.69,Los_Angeles
17279,2.0,1.0,1046.0,47789.0,1929.0,677.57,Los_Angeles
17280,3.0,2.0,1152.0,213564.0,1971.0,2670.24,Orange
17281,3.0,3.0,2378.0,674446.0,1978.0,7801.65,Los_Angeles
17282,5.0,2.5,2392.0,716000.0,1972.0,8208.32,Orange
17283,4.0,3.0,2967.0,501472.0,1979.0,5342.52,Ventura
17284,3.0,2.0,1505.0,380736.0,1955.0,4534.02,Orange
17285,4.0,3.0,2187.0,248394.0,1977.0,3039.2,Orange
17286,3.0,2.0,1146.0,49236.0,1965.0,947.49,Los_Angeles
17287,4.0,2.0,2016.0,615000.0,1926.0,7496.21,Los_Angeles
17288,4.0,3.0,2731.0,226152.0,2006.0,5427.47,Los_Angeles
17289,3.0,2.0,1595.0,897807.0,1939.0,10769.37,Los_Angeles
17290,2.0,3.0,1445.0,487319.0,1989.0,7274.06,Los_Angeles
17291,4.0,4.0,3073.0,162533.0,1962.0,2513.84,Los_Angeles
17292,3.0,3.0,2608.0,194891.0,1987.0,2707.66,Los_Angeles
17293,2.0,1.0,1092.0,475607.0,1922.0,5562.67,Los_Angeles
17294,3.0,1.0,1740.0,203878.0,1901.0,2561.72,Los_Angeles
17295,2.0,1.0,990.0,340000.0,1913.0,4140.36,Orange
17296,4.0,3.0,2294.0,312068.0,1995.0,4712.67,Los_Angeles
17297,5.0,3.0,1824.0,65810.0,1966.0,1395.93,Los_Angeles
17298,4.0,3.0,2560.0,509076.0,1987.0,6173.68,Los_Angeles
17299,3.0,2.5,1999.0,258347.0,1992.0,2437.36,Orange
17300,2.0,2.5,2716.0,913000.0,1986.0,9723.46,Ventura
17301,4.0,1.0,1308.0,216382.0,1950.0,2996.18,Los_Angeles
17302,3.0,2.0,1821.0,107681.0,1948.0,1584.78,Los_Angeles
17303,5.0,4.5,3356.0,242783.0,1955.0,2984.86,Orange
17304,4.0,2.0,1135.0,473000.0,1954.0,5633.78,Orange
17305,5.0,4.0,3980.0,446000.0,2008.0,6856.69,Los_Angeles
17306,6.0,4.0,3078.0,1076165.0,1950.0,12463.53,Los_Angeles
17307,3.0,1.0,1073.0,60331.0,1955.0,1494.44,Los_Angeles
17308,4.0,4.0,3971.0,542538.0,1925.0,6580.47,Los_Angeles
17309,2.0,1.0,1637.0,509145.0,1923.0,6218.41,Los_Angeles
17310,3.0,1.0,1112.0,196451.0,1953.0,2772.85,Los_Angeles
17312,2.0,1.0,915.0,459361.0,1954.0,5292.42,Los_Angeles
17313,5.0,4.0,3446.0,626000.0,2004.0,10956.18,Los_Angeles
17314,3.0,3.0,2379.0,289346.0,2012.0,4413.66,Los_Angeles
17315,3.0,2.0,1491.0,384886.0,1958.0,4532.24,Orange
17316,3.0,3.0,2243.0,544040.0,1958.0,6655.4,Los_Angeles
17317,1.0,1.0,441.0,198164.0,1949.0,2419.85,Los_Angeles
17318,3.0,1.5,1016.0,491818.0,1962.0,5259.52,Ventura
17320,1.0,1.0,680.0,440000.0,1924.0,4757.19,Los_Angeles
17321,2.0,1.0,848.0,72660.0,1902.0,1095.65,Los_Angeles
17322,3.0,2.0,2266.0,155604.0,2004.0,4238.49,Los_Angeles
17323,3.0,2.0,1916.0,588845.0,1953.0,6841.08,Orange
17324,4.0,3.0,2650.0,216450.0,2005.0,3460.55,Los_Angeles
17325,3.0,2.0,1474.0,429759.0,1972.0,13276.05,Los_Angeles
17326,3.0,2.0,1836.0,279604.0,1952.0,3553.36,Los_Angeles
17327,4.0,2.5,2710.0,725000.0,1999.0,8157.62,Ventura
17328,3.0,2.0,1520.0,202979.0,1973.0,2207.78,Ventura
17329,4.0,2.0,1662.0,178252.0,1994.0,2995.97,Los_Angeles
17330,3.0,2.0,1642.0,260494.0,1950.0,3368.06,Los_Angeles
17331,5.0,4.0,2777.0,318600.0,2006.0,3830.88,Los_Angeles
17332,2.0,1.5,992.0,385385.0,1975.0,4539.36,Orange
17333,4.0,1.5,1805.0,207835.0,1948.0,2284.02,Ventura
17334,3.0,3.0,2363.0,947513.0,1943.0,11023.92,Los_Angeles
17336,3.0,2.0,1353.0,246816.0,1956.0,3378.03,Los_Angeles
17337,3.0,2.0,1353.0,246816.0,1956.0,3378.03,Los_Angeles
17338,2.0,1.0,1141.0,539878.0,1948.0,6507.03,Los_Angeles
17339,3.0,3.0,2611.0,709866.0,1930.0,8552.6,Los_Angeles
17340,4.0,3.0,2590.0,681186.0,1918.0,8374.61,Los_Angeles
17341,3.0,2.0,1577.0,276496.0,1962.0,3426.05,Los_Angeles
17342,3.0,2.0,1570.0,620284.0,1959.0,7535.16,Los_Angeles
17343,2.0,1.0,976.0,326092.0,1924.0,3802.92,Orange
17344,3.0,4.0,1955.0,616041.0,1935.0,7425.41,Los_Angeles
17345,2.0,1.0,989.0,62706.0,1947.0,1110.32,Los_Angeles
17346,3.0,2.0,1864.0,508000.0,1955.0,5849.3,Orange
17347,3.0,1.0,1173.0,51780.0,1952.0,907.24,Orange
17348,3.0,2.0,1456.0,269997.0,1967.0,3521.72,Los_Angeles
17349,2.0,2.0,1268.0,155976.0,1996.0,1903.95,Los_Angeles
17350,4.0,1.0,1794.0,158122.0,1905.0,1949.77,Los_Angeles
17351,3.0,2.0,1107.0,280771.0,1951.0,3639.57,Los_Angeles
17352,3.0,2.0,1705.0,67341.0,1965.0,889.52,Los_Angeles
17353,3.0,1.0,1162.0,377806.0,1947.0,4289.27,Los_Angeles
17354,4.0,3.0,1981.0,390615.0,1985.0,5028.33,Los_Angeles
17355,3.0,2.0,1354.0,440600.0,1954.0,5075.68,Los_Angeles
17356,4.0,2.5,2902.0,983757.0,1984.0,9904.32,Orange
17357,3.0,2.0,1016.0,319000.0,1958.0,4135.09,Los_Angeles
17358,3.0,2.0,1472.0,71861.0,1963.0,1218.52,Los_Angeles
17359,3.0,1.0,912.0,44270.0,1934.0,752.67,Los_Angeles
17360,2.0,1.0,1215.0,142134.0,1940.0,1698.33,Los_Angeles
17361,4.0,2.5,2434.0,624783.0,1996.0,7127.06,Orange
17363,3.0,3.0,2609.0,163556.0,2005.0,2882.47,Los_Angeles
17364,3.0,2.0,2037.0,219242.0,1938.0,2926.13,Los_Angeles
17365,4.0,2.0,1554.0,476000.0,1965.0,5480.12,Ventura
17366,5.0,3.0,1781.0,364079.0,1956.0,4830.08,Los_Angeles
17367,4.0,3.0,2032.0,465368.0,1983.0,5549.93,Los_Angeles
17368,3.0,2.0,994.0,333027.0,1956.0,4087.6,Los_Angeles
17369,3.0,2.0,2231.0,1063005.0,1944.0,12880.6,Los_Angeles
17370,3.0,3.0,2356.0,525044.0,1956.0,6338.01,Los_Angeles
17371,4.0,3.5,2837.0,903186.0,2003.0,10112.8,Orange
17372,3.0,2.0,1262.0,576979.0,1958.0,6708.02,Orange
17374,2.0,1.0,1452.0,270825.0,1940.0,2975.68,Los_Angeles
17375,2.0,2.0,1627.0,103785.0,1953.0,1506.74,Los_Angeles
17376,3.0,2.5,1644.0,212741.0,1977.0,2173.02,Orange
17377,3.0,2.0,1232.0,878996.0,1952.0,9767.12,Los_Angeles
17378,4.0,3.0,2116.0,470223.0,1951.0,5514.08,Orange
17379,2.0,1.5,1320.0,81639.0,1968.0,1130.62,Orange
17380,3.0,2.0,1236.0,396336.0,1952.0,4642.2,Los_Angeles
17381,3.0,2.0,1202.0,203548.0,1942.0,2539.35,Los_Angeles
17382,3.0,2.0,1530.0,94182.0,1962.0,1228.76,Los_Angeles
17383,3.0,2.0,1427.0,404210.0,1948.0,4709.16,Los_Angeles
17384,4.0,3.0,2792.0,973359.0,1929.0,11574.47,Los_Angeles
17385,3.0,1.0,2001.0,220308.0,1905.0,2751.62,Los_Angeles
17386,4.0,3.0,2306.0,169625.0,1967.0,2183.53,Los_Angeles
17387,2.0,1.0,1026.0,491578.0,1941.0,5898.8,Los_Angeles
17389,2.0,2.0,1553.0,262469.0,1985.0,2777.14,Ventura
17390,3.0,2.0,2493.0,831660.0,1935.0,9111.16,Los_Angeles
17391,2.0,2.0,1571.0,216549.0,1984.0,3611.96,Orange
17392,2.0,1.5,1380.0,65844.0,1949.0,758.48,Ventura
17394,3.0,2.0,2674.0,125501.0,1954.0,1897.54,Orange
17395,3.0,2.0,1139.0,235635.0,1953.0,2899.78,Los_Angeles
17396,4.0,2.0,1204.0,108182.0,1956.0,1881.14,Los_Angeles
17397,4.0,3.0,1947.0,754005.0,1962.0,8187.5,Orange
17398,2.0,2.0,1624.0,488732.0,1953.0,5876.39,Los_Angeles
17399,3.0,2.5,2060.0,404218.0,1986.0,4110.64,Orange
17400,4.0,2.0,1630.0,371363.0,1948.0,4490.6,Orange
17401,3.0,3.0,2370.0,248353.0,1992.0,4774.86,Los_Angeles
17402,3.0,2.5,1468.0,340346.0,1973.0,3464.3,Orange
17403,5.0,3.0,2284.0,128717.0,1964.0,1729.54,Orange
17404,4.0,2.0,1247.0,229853.0,1954.0,2944.78,Orange
17405,3.0,4.0,2642.0,663150.0,1994.0,7561.9,Orange
17406,5.0,3.0,3112.0,641400.0,2004.0,7972.51,Los_Angeles
17407,3.0,2.0,1146.0,462322.0,1963.0,5316.08,Orange
17408,5.0,3.0,2891.0,515478.0,1998.0,5910.04,Ventura
17409,3.0,2.0,1094.0,416252.0,1956.0,4944.76,Los_Angeles
17410,2.0,1.0,1123.0,70569.0,1950.0,942.33,Los_Angeles
17411,3.0,2.0,1205.0,387000.0,1924.0,5141.8,Los_Angeles
17413,3.0,2.0,1449.0,801445.0,1951.0,9208.61,Los_Angeles
17414,3.0,3.0,2340.0,321319.0,1965.0,3594.16,Orange
17415,3.0,2.0,2011.0,297700.0,2007.0,5295.38,Los_Angeles
17416,3.0,3.0,2467.0,124295.0,1962.0,1669.38,Los_Angeles
17417,3.0,1.0,1397.0,85802.0,1941.0,1221.55,Los_Angeles
17418,3.0,2.0,1768.0,588000.0,1978.0,7162.98,Los_Angeles
17419,4.0,2.0,1485.0,359830.0,1977.0,5187.7,Los_Angeles
17420,4.0,5.0,3198.0,746106.0,2014.0,15631.11,Los_Angeles
17421,3.0,3.0,1857.0,538081.0,1962.0,8056.05,Los_Angeles
17422,2.0,2.0,1006.0,422000.0,1985.0,5684.51,Los_Angeles
17423,4.0,2.0,1382.0,455632.0,1961.0,5428.5,Ventura
17424,3.0,2.0,1315.0,355337.0,1977.0,4892.9,Los_Angeles
17425,3.0,2.0,1161.0,268377.0,1955.0,3319.39,Los_Angeles
17428,3.0,2.0,1263.0,150000.0,1987.0,2474.63,Los_Angeles
17429,3.0,2.0,1910.0,587000.0,1957.0,7287.1,Los_Angeles
17430,3.0,2.0,1851.0,535990.0,1956.0,18253.95,Los_Angeles
17431,4.0,2.0,1743.0,368130.0,1968.0,5144.47,Los_Angeles
17432,3.0,3.0,2011.0,560000.0,1997.0,7903.32,Los_Angeles
17433,4.0,3.0,2804.0,664000.0,1988.0,8684.82,Los_Angeles
17435,3.0,2.0,1098.0,147000.0,1972.0,2432.13,Los_Angeles
17436,4.0,2.5,2237.0,573615.0,1986.0,6611.0,Ventura
17437,3.0,2.0,1868.0,248796.0,1949.0,3083.7,Los_Angeles
17438,2.0,2.0,1417.0,313593.0,1940.0,3807.08,Los_Angeles
17439,4.0,2.5,1990.0,314657.0,1974.0,3679.06,Orange
17440,2.0,1.0,763.0,294422.0,1925.0,3653.82,Los_Angeles
17441,4.0,2.5,2609.0,900000.0,2000.0,9035.24,Orange
17442,4.0,2.0,1748.0,58976.0,1969.0,1535.97,Los_Angeles
17443,3.0,1.0,1346.0,438206.0,1947.0,5403.23,Los_Angeles
17444,2.0,1.0,698.0,398678.0,1923.0,4828.46,Los_Angeles
17445,4.0,3.0,2689.0,571137.0,1989.0,6961.46,Orange
17446,3.0,1.0,1376.0,60366.0,1955.0,1507.51,Los_Angeles
17447,5.0,3.0,3104.0,876000.0,1996.0,9777.38,Ventura
17448,3.0,2.0,1980.0,280909.0,1972.0,3325.1,Orange
17449,3.0,2.0,1405.0,823302.0,1941.0,9847.04,Los_Angeles
17450,3.0,1.0,912.0,257846.0,1969.0,4409.33,Los_Angeles
17451,2.0,1.0,1027.0,414212.0,1917.0,5159.35,Los_Angeles
17452,1.0,1.0,1136.0,1178371.0,1940.0,14252.36,Los_Angeles
17453,2.0,1.0,918.0,35522.0,1927.0,919.86,Los_Angeles
17454,4.0,2.5,1914.0,330931.0,1996.0,4079.76,Ventura
17456,4.0,3.0,2641.0,575394.0,1996.0,6218.46,Orange
17457,2.0,1.0,677.0,146372.0,1925.0,1770.13,Los_Angeles
17459,4.0,3.0,2114.0,153962.0,1977.0,1532.98,Orange
17460,4.0,3.0,2483.0,141615.0,1970.0,1838.79,Los_Angeles
17461,3.0,1.0,1000.0,152726.0,1940.0,1931.59,Los_Angeles
17462,2.0,2.0,1503.0,111321.0,1977.0,1074.36,Orange
17463,3.0,2.0,1370.0,66954.0,1954.0,918.71,Los_Angeles
17464,4.0,3.5,4788.0,900797.0,2005.0,10400.92,Orange
17465,3.0,2.0,1213.0,88478.0,1950.0,1178.29,Los_Angeles
17466,3.0,2.0,1330.0,178766.0,1991.0,2417.61,Los_Angeles
17467,4.0,3.5,3472.0,1004370.0,2002.0,11751.1,Orange
17468,3.0,1.0,880.0,151544.0,1938.0,1904.86,Los_Angeles
17469,3.0,2.0,1386.0,160004.0,1988.0,2872.61,Los_Angeles
17470,2.0,1.0,912.0,85553.0,1925.0,1184.78,Los_Angeles
17471,3.0,3.0,1896.0,567967.0,1976.0,5991.14,Orange
17472,3.0,2.5,1452.0,409851.0,1997.0,6166.88,Orange
17473,3.0,2.5,1845.0,610000.0,1979.0,7931.3,Ventura
17474,4.0,3.0,2290.0,773833.0,1951.0,9415.94,Los_Angeles
17475,6.0,2.0,2623.0,73061.0,1912.0,1064.61,Los_Angeles
17476,4.0,3.0,2918.0,314998.0,1966.0,3192.26,Orange
17478,4.0,3.5,4078.0,792483.0,1988.0,9074.24,Ventura
17479,3.0,1.5,1207.0,52320.0,1960.0,999.18,Orange
17480,3.0,2.0,1910.0,308095.0,1971.0,3623.22,Los_Angeles
17481,4.0,2.5,1657.0,291456.0,1994.0,3578.56,Ventura
17482,4.0,3.0,2295.0,578000.0,1992.0,7342.31,Los_Angeles
17484,5.0,2.0,2037.0,50272.0,1927.0,843.09,Los_Angeles
17485,2.0,3.0,1309.0,643104.0,1953.0,7797.19,Los_Angeles
17486,3.0,3.0,2247.0,491000.0,2003.0,6551.38,Los_Angeles
17487,3.0,2.0,1213.0,492441.0,1974.0,5433.5,Orange
17488,3.0,2.0,1662.0,104195.0,1956.0,1374.23,Los_Angeles
17489,4.0,3.0,3295.0,710674.0,2003.0,9411.87,Los_Angeles
17490,5.0,3.0,2425.0,583367.0,1964.0,6893.52,Orange
17491,2.0,1.0,764.0,55036.0,1949.0,775.1,Los_Angeles
17492,2.0,2.0,1431.0,565194.0,1973.0,5667.24,Orange
17493,4.0,2.0,1430.0,83002.0,1961.0,1110.52,Los_Angeles
17494,5.0,5.0,4368.0,451463.0,1922.0,5415.17,Los_Angeles
17495,4.0,2.0,1165.0,629037.0,1925.0,7701.42,Los_Angeles
17496,2.0,2.0,1215.0,75753.0,1924.0,1010.45,Los_Angeles
17497,3.0,2.0,1536.0,236146.0,1920.0,2913.5,Los_Angeles
17498,4.0,3.0,2336.0,411210.0,1968.0,5050.3,Ventura
17499,3.0,2.5,1436.0,426984.0,1989.0,4758.54,Orange
17500,4.0,2.5,2116.0,199496.0,1964.0,2779.78,Orange
17501,5.0,2.0,1604.0,167000.0,1963.0,2771.43,Los_Angeles
17502,4.0,2.0,2880.0,548520.0,1927.0,6390.78,Orange
17503,3.0,2.0,1352.0,492000.0,1956.0,5758.44,Orange
17504,3.0,2.0,1398.0,176638.0,1974.0,1804.12,Orange
17505,3.0,3.0,2300.0,111161.0,1962.0,1550.07,Los_Angeles
17506,3.0,2.5,2327.0,384200.0,2006.0,10426.0,Ventura
17507,4.0,2.0,1594.0,381635.0,1950.0,5103.81,Los_Angeles
17508,2.0,2.0,1710.0,530857.0,1949.0,6505.88,Orange
17509,4.0,4.0,3031.0,314951.0,2007.0,4818.34,Los_Angeles
17510,3.0,2.0,1820.0,501020.0,1960.0,6131.64,Los_Angeles
17511,4.0,3.0,3032.0,400702.0,1987.0,5038.69,Los_Angeles
17512,5.0,3.0,2764.0,807714.0,1970.0,8594.38,Ventura
17513,2.0,1.0,830.0,380725.0,1946.0,4595.14,Orange
17514,4.0,3.5,3586.0,488264.0,2000.0,5620.12,Orange
17515,4.0,3.0,2539.0,952691.0,1978.0,9958.02,Orange
17516,3.0,2.0,1440.0,599172.0,1979.0,6251.86,Orange
17517,3.0,1.0,1247.0,357368.0,1939.0,5457.31,Los_Angeles
17518,2.0,1.5,1167.0,338000.0,1977.0,3838.9,Orange
17519,4.0,3.0,2808.0,1008871.0,2002.0,11107.88,Los_Angeles
17520,5.0,2.0,1921.0,781834.0,1963.0,8786.17,Los_Angeles
17521,4.0,2.0,1760.0,77039.0,1955.0,1128.3,Orange
17522,5.0,3.0,2390.0,140661.0,1961.0,2045.15,Los_Angeles
17523,5.0,3.0,2361.0,323654.0,1953.0,3975.27,Los_Angeles
17524,3.0,2.0,1215.0,234396.0,1960.0,2882.88,Orange
17525,5.0,2.0,2074.0,236551.0,1946.0,3503.86,Los_Angeles
17526,3.0,2.0,1249.0,593000.0,1973.0,6790.68,Orange
17527,3.0,2.0,1422.0,179374.0,1951.0,2759.5,Los_Angeles
17528,2.0,1.0,768.0,205671.0,1922.0,2896.46,Los_Angeles
17529,3.0,3.0,1995.0,169621.0,1985.0,2898.01,Los_Angeles
17530,4.0,2.0,1520.0,554200.0,1940.0,6851.91,Los_Angeles
17531,4.0,2.0,1538.0,101472.0,1963.0,1560.92,Los_Angeles
17532,3.0,2.0,1485.0,117399.0,1968.0,1836.66,Los_Angeles
17533,4.0,2.5,2212.0,333107.0,1983.0,3969.8,Orange
17534,2.0,1.0,906.0,456862.0,1928.0,5579.36,Orange
17535,3.0,3.0,2644.0,246824.0,1929.0,3165.28,Los_Angeles
17536,3.0,2.0,1284.0,176754.0,1956.0,2185.2,Orange
17537,3.0,2.0,1257.0,157363.0,1954.0,2645.91,Los_Angeles
17538,2.0,1.0,1166.0,197336.0,1949.0,2459.2,Los_Angeles
17539,4.0,1.0,1274.0,318000.0,1923.0,4295.95,Los_Angeles
17540,3.0,2.0,1358.0,330971.0,1950.0,4501.21,Los_Angeles
17541,3.0,3.0,1756.0,582522.0,1987.0,6973.25,Los_Angeles
17542,4.0,3.0,2244.0,233507.0,2006.0,4554.62,Los_Angeles
17543,4.0,2.0,2222.0,181291.0,1965.0,2337.26,Orange
17544,2.0,1.0,751.0,120000.0,1952.0,1725.86,Los_Angeles
17545,2.0,1.0,702.0,23968.0,1926.0,346.85,Los_Angeles
17546,4.0,3.0,1848.0,579991.0,1979.0,6965.63,Los_Angeles
17548,4.0,2.0,1683.0,75547.0,1966.0,1298.0,Los_Angeles
17549,2.0,1.0,1157.0,38260.0,1925.0,618.61,Los_Angeles
17551,5.0,4.0,2482.0,977540.0,1970.0,11249.83,Los_Angeles
17553,3.0,2.0,1765.0,491156.0,1959.0,5958.09,Los_Angeles
17554,3.0,2.0,1067.0,64152.0,1954.0,862.37,Los_Angeles
17555,4.0,3.0,2243.0,324165.0,1983.0,3959.38,Los_Angeles
17556,4.0,2.0,2145.0,123877.0,1963.0,1703.7,Orange
17557,4.0,3.0,2443.0,153623.0,1965.0,2453.01,Los_Angeles
17558,4.0,3.0,2781.0,337194.0,1964.0,4147.62,Los_Angeles
17559,5.0,3.0,2191.0,338084.0,1998.0,4889.65,Los_Angeles
17560,3.0,2.0,1429.0,295814.0,1985.0,4239.39,Los_Angeles
17561,3.0,2.0,1760.0,629411.0,1938.0,7313.23,Los_Angeles
17563,2.0,1.0,916.0,388347.0,1939.0,5273.61,Los_Angeles
17564,4.0,2.5,2311.0,129702.0,1965.0,1635.06,Orange
17565,3.0,2.0,1188.0,89837.0,1957.0,1763.84,Los_Angeles
17566,3.0,2.5,2054.0,649284.0,1989.0,7918.66,Orange
17567,3.0,3.0,2116.0,280300.0,1983.0,4116.27,Los_Angeles
17569,4.0,2.0,1725.0,108179.0,1976.0,1473.28,Los_Angeles
17570,3.0,3.5,1905.0,552055.0,1977.0,6276.84,Orange
17571,3.0,2.0,1416.0,243032.0,1956.0,3141.44,Los_Angeles
17572,4.0,2.0,2060.0,61457.0,1971.0,676.98,Ventura
17573,2.0,1.0,704.0,642030.0,1953.0,7762.31,Los_Angeles
17574,4.0,2.0,2061.0,89004.0,1963.0,1385.88,Los_Angeles
17575,4.0,3.0,1985.0,514497.0,2011.0,6263.86,Orange
17576,3.0,3.0,2220.0,96402.0,2003.0,1964.44,Los_Angeles
17578,4.0,2.5,2137.0,445565.0,1971.0,4581.14,Orange
17579,4.0,1.0,1912.0,468400.0,1922.0,5628.39,Los_Angeles
17580,3.0,2.0,1029.0,260315.0,1955.0,3250.5,Orange
17581,3.0,1.0,1114.0,622500.0,1930.0,7452.33,Los_Angeles
17582,2.0,1.0,1198.0,325992.0,1946.0,3714.46,Los_Angeles
17583,2.0,2.0,1822.0,84335.0,1936.0,1295.38,Los_Angeles
17584,3.0,2.0,1136.0,295000.0,1955.0,3743.21,Los_Angeles
17586,4.0,3.0,2590.0,210358.0,1913.0,2669.36,Los_Angeles
17587,4.0,3.0,2431.0,348279.0,1972.0,4391.44,Los_Angeles
17588,5.0,3.0,2201.0,537719.0,1978.0,6576.78,Los_Angeles
17589,3.0,2.0,1332.0,229009.0,1975.0,2344.64,Orange
17590,3.0,2.0,1710.0,70070.0,1956.0,1130.78,Orange
17591,4.0,2.0,1914.0,627708.0,1976.0,7684.99,Los_Angeles
17592,3.0,1.0,1241.0,252582.0,1953.0,3221.38,Los_Angeles
17593,2.0,1.0,912.0,434019.0,1951.0,3910.0,Los_Angeles
17594,4.0,1.5,1232.0,53083.0,1955.0,851.3,Orange
17595,3.0,1.0,924.0,284269.0,1956.0,3609.64,Los_Angeles
17596,4.0,2.0,2229.0,370721.0,1955.0,4560.86,Orange
17597,4.0,3.0,2219.0,597000.0,1972.0,7401.38,Los_Angeles
17598,5.0,3.0,1464.0,310761.0,1949.0,3957.48,Los_Angeles
17599,3.0,3.0,1800.0,384180.0,1961.0,7533.77,Los_Angeles
17600,5.0,4.5,3346.0,1179525.0,1995.0,12283.82,Orange
17601,4.0,2.0,1472.0,376667.0,1963.0,4700.05,Los_Angeles
17602,2.0,2.0,1664.0,968223.0,1930.0,11133.06,Los_Angeles
17603,4.0,3.0,2671.0,646256.0,1957.0,7907.22,Los_Angeles
17604,2.0,1.0,1026.0,141745.0,1929.0,1868.59,Los_Angeles
17606,4.0,2.5,1883.0,621317.0,1969.0,6629.48,Ventura
17609,3.0,2.0,1646.0,188400.0,1988.0,3073.08,Los_Angeles
17610,3.0,1.0,1018.0,113657.0,1950.0,1375.42,Los_Angeles
17611,2.0,1.0,1504.0,311845.0,1950.0,3962.85,Los_Angeles
17612,2.0,1.0,881.0,213833.0,1940.0,2572.36,Los_Angeles
17613,4.0,2.0,2026.0,122964.0,1965.0,1575.04,Orange
17614,4.0,2.5,2441.0,158699.0,1966.0,1996.46,Orange
17615,4.0,2.0,1909.0,296809.0,1979.0,3978.4,Ventura
17617,4.0,3.0,2713.0,832916.0,1978.0,9451.0,Orange
17618,3.0,2.0,1309.0,331043.0,1959.0,3972.0,Orange
17619,3.0,2.0,1842.0,398224.0,1987.0,4644.8,Ventura
17620,4.0,2.0,1254.0,297828.0,1961.0,3540.58,Orange
17621,2.0,1.0,1160.0,301000.0,1946.0,5146.02,Los_Angeles
17622,2.0,1.0,688.0,227272.0,1914.0,2871.1,Los_Angeles
17623,2.0,2.0,1460.0,244037.0,1924.0,4442.61,Los_Angeles
17624,2.0,2.0,1158.0,137238.0,1948.0,1861.66,Los_Angeles
17625,4.0,3.0,1882.0,319255.0,1978.0,3236.12,Orange
17626,3.0,3.0,1987.0,542000.0,1989.0,6556.84,Los_Angeles
17627,5.0,2.0,1734.0,388709.0,1960.0,4548.32,Los_Angeles
17628,3.0,2.0,1936.0,852000.0,1964.0,9393.93,Los_Angeles
17629,3.0,2.0,2001.0,1082260.0,1925.0,12732.34,Los_Angeles
17630,4.0,3.0,1907.0,308367.0,1962.0,3665.37,Los_Angeles
17631,2.0,1.0,1536.0,29146.0,1924.0,930.41,Los_Angeles
17632,3.0,2.0,1406.0,207008.0,1984.0,3193.73,Los_Angeles
17633,3.0,2.0,1870.0,123741.0,1955.0,1977.42,Los_Angeles
17635,2.0,1.0,822.0,113239.0,1922.0,1317.31,Los_Angeles
17636,4.0,2.0,1717.0,560000.0,1952.0,6756.62,Los_Angeles
17637,2.0,1.5,1008.0,250791.0,1965.0,3224.06,Orange
17638,4.0,3.0,2506.0,1176899.0,1964.0,13302.94,Los_Angeles
17639,3.0,2.0,1546.0,200021.0,1971.0,2988.75,Los_Angeles
17640,2.0,2.0,1512.0,63111.0,1942.0,808.48,Los_Angeles
17641,3.0,3.0,2215.0,97702.0,1958.0,1627.17,Los_Angeles
17642,3.0,2.0,1341.0,507624.0,1948.0,6170.31,Los_Angeles
17643,3.0,1.0,1058.0,32051.0,1950.0,984.91,Los_Angeles
17644,3.0,2.5,1941.0,618537.0,1991.0,6736.68,Orange
17645,4.0,3.0,2552.0,767000.0,1977.0,9339.58,Los_Angeles
17646,4.0,2.0,1204.0,465999.0,1957.0,6146.35,Los_Angeles
17647,2.0,1.0,728.0,97795.0,1946.0,3590.55,Los_Angeles
